genre,tag_id
tribal jazz,1290
dark folk,1291
moroccan,1292
maltese,1293
minimal dark,1294
glitch hop,1295
taarab,1296
yearny,1297
radass voice,1298
korean indie,1299
flamenco,1300
plugg francais,1301
female vocal trance,1302
scandinavian girls,1303
spanish post-punk,1304
latvian,1305
rock quebecois,1306
gypsy jazz,1307
jazz manouche,1308
indian indie,1309
fake,1310
nwobhm,1311
kizomba,1312
angola,1313
los angeles,1314
estonian punk rock,1315
german indie,1316
contemporary christian,1317
post-grunge,1318
lyrical,1319
ghettotech,1320
female vox,1321
independent,1322
demoscene,1323
no label,1324
flamenco guitar,1325
kompakt,1326
ethnic,1327
karadeniz,1328
hemsin,1329
karadeniz folk,1330
ukhc,1331
live,1332
nerdcore,1333
nerd-core,1334
devotional,1335
united states,1336
japanese japon,1337
sleaze rock,1338
adelaide,1339
guitar virtuoso,1340
italian electronica,1341
greece,1342
low bap,1343
greek hip hop,1344
greek lyrics,1345
deutschrock,1346
1990s,1347
rennes indie,1348
liverpool indie,1349
french female vocalists,1350
anarchist punk,1351
cascadian,1352
lincoln ne indie,1353
dancehall guyanaise,1354
swiss indie,1355
leeds indie,1356
aggrotech,1357
chris teker,1358
ghetto elektro,1359
la java,1360
north carolina,1361
clan analogue,1362
doujin,1363
freestyle,1364
genius,1365
talentkonkurrence,1366
francophone,1367
dutch female vocalists,1368
paradox tilburg 2023,1369
san francisco,1370
denny soloist,1371
spanish or latin artists,1372
darksynth,1373
frankfurt indie,1374
manchester,1375
russian hip-hop,1376
michael mind,1377
doomgaze,1378
cologne,1379
favorites,1380
russian alternative,1381
japanese jazztronica,1382
musique comorienne,1383
musique mahoraise,1384
phonk,1385
soundcloud rap,1386
aesthetic rap,1387
le visiteur du futur,1388
the prince of tennis,1389
china,1390
boy band,1391
crank wave,1392
pianist,1393
gypsy,1394
karsten troyke,1395
egyptian,1396
jazz double bass,1397
post post-dubstep,1398
post-dubstep,1399
ye-ye,1400
spanish indie pop,1401
newbreed,1402
girls rawking lead,1403
northwest,1404
scottish,1405
dj 7habibi,1406
texas,1407
austin punk,1408
shana,1409
rockabilly,1410
60s girls,1411
minneapolis indie,1412
radio art,1413
european,1414
wellington flash blach,1415
basic channel,1416
modern alternative pop,1417
ambience,1418
glasgow indie,1419
sociopath recordings,1420
schlager,1421
karoo,1422
medieval rock,1423
pirate,1424
brooklyn,1425
musica italiana,1426
finnish jazz,1427
finnish soul,1428
triphop,1429
swing manouches,1430
croatian,1431
hrt dora,1432
world traditional,1433
mandinka,1434
burkina faso,1435
african acoustic,1436
isf2009,1437
indonesia,1438
memes xd,1439
varmland rock,1440
menestrel,1441
minnesota,1442
venezuela,1443
groovy,1444
latin pop,1445
metalica,1446
balfolk,1447
rock paraibano,1448
scottish indie folk,1449
algerian,1450
lowlands hardcore,1451
skatepunk,1452
wonderland,1453
genova,1454
chiara,1455
mckee,1456
australian reggae fusion,1457
french black metal,1458
trip,1459
rock brasil,1460
melodic punk,1461
tassie indie,1462
norsk lovsang,1463
awesome electronica,1464
will and grace,1465
boston electronic,1466
canadian psychedelic rock,1467
deep dubstep,1468
early music,1469
viola da gamba,1470
chiptune,1471
sega genesis,1472
traditional metal,1473
chilean metal,1474
song,1475
iskelma,1476
70s-80s new music - rock,1477
ruhrpott,1478
silesia,1479
netlabel,1480
puerto rico,1481
wild angels,1482
jazz-funk,1483
polish alternative,1484
poznan indie,1485
pagan metal,1486
nederland,1487
israeli indie,1488
modern funk,1489
madagascar,1490
1 in 360,1491
prog pop,1492
gentechenonstabene,1493
guadeloupe,1494
france pop,1495
finnish reggae,1496
finnish indie,1497
nz,1498
minimal electro,1499
dance machine isexy pt 2,1500
i m alone,1501
instrumental soul,1502
scandinavian soul,1503
1993,1504
gabber,1505
rocky horror picture show,1506
french dub,1507
game music,1508
grunge brasileiro,1509
baião,1510
touhou,1511
vocal trance,1512
seen dj,1513
-ddas as,1514
torch,1515
indie surf,1516
latvian indie,1517
christian afrobeat,1518
surfrock,1519
czech republic,1520
dark metal,1521
dc,1522
blissrock,1523
chicano rap,1524
country rock,1525
bro-country,1526
country pop,1527
avant-garde metal,1528
focus beats,1529
flamenco electronica,1530
grunge revival,1531
sid,1532
swedish tropical house,1533
klavier,1534
enstrumantal,1535
cumbia,1536
firenze indie,1537
coventry indie,1538
akon,1539
chill trap,1540
wildhearts,1541
beatdown hardcore,1542
beatdown,1543
mosh,1544
2-step,1545
rumba,1546
shakira,1547
supergroup,1548
bh,1549
moja muzika,1550
filter house,1551
canadian shoegaze,1552
rac,1553
vocal house,1554
anarchist,1555
rennes,1556
boston rock,1557
raggae pop,1558
serigne diagne,1559
allyson glado,1560
anarchist black metal,1561
usbm,1562
taiwan,1563
toto,1564
coltrane,1565
beyondwithin,1566
d'n'b,1567
super eurobeat,1568
flemish folk,1569
dirty old bluse,1570
radio,1571
90s emo,1572
trumpet,1573
caribbean,1574
ottawa,1575
celtic punk,1576
celtic rock,1577
nantes,1578
pxtone,1579
cc,1580
netaudio,1581
my coffee kick,1582
white stripes,1583
nashville,1584
recommended,1585
kickasstic,1586
pay attention,1587
trio,1588
chipmusic,1589
spectrum,1590
ay,1591
hypeddit,1592
portuguese black metal,1593
8bit,1594
old-school thrash metal,1595
rock nacional feminino,1596
german rock,1597
german metel,1598
seen live finnish,1599
ukg,1600
neo-prog,1601
the shore,1602
chill-hop,1603
chant,1604
auteur,1605
compositeur,1606
musique,1607
livetronica,1608
alt z,1609
french movie tunes,1610
breaks,1611
athens,1612
cowboy,1613
the voice,1614
colorado,1615
funeral doom metal,1616
avantgarde doom,1617
spanish hip-hop,1618
spanish rap,1619
ukrainian classical piano,1620
belge,1621
puredemo,1622
south african pop dance,1623
dark clubbing,1624
cdbaby,1625
beautiful woman,1626
propaganda,1627
fascism,1628
right-wing propaganda,1629
hungarian hip-hop,1630
microsoft,1631
bimbo,1632
artistartist,1633
experimental ambient,1634
laboratorio,1635
sacramento indie,1636
baltic post-punk,1637
mos def,1638
spoken word,1639
rock sul-mato-grossense,1640
dt,1641
elliott smith,1642
dunkerque,1643
depressive black metal,1644
true black metal,1645
turkce kadin rap,1646
cult pop,1647
dreamwave,1648
space disco,1649
retro electro,1650
traditional ska,1651
weirdcore,1652
grebo,1653
funk das antigas,1654
funk melody,1655
technology,1656
tedtalks,1657
video,1658
funk pop,1659
2008 discoveries,1660
pc 25,1661
nc 25,1662
psych pop,1663
absurd,1664
lyon,1665
00s,1666
french shoegaze,1667
japanese hardcore,1668
serbian electronic,1669
mblaq,1670
multidisciplinary,1671
dutch r&b,1672
viral pop,1673
mashup,1674
dream,1675
chromey,1676
tropical alternativo,1677
rap ivoire,1678
tzadik,1679
armenian,1680
scandipop,1681
tricky,1682
katcross,1683
ballad,1684
theater,1685
italian underground hip hop,1686
dreamcatcher,1687
dami,1688
czech rap,1689
czech hip hop,1690
cz rap,1691
duet,1692
electro-acoustic,1693
industrial noise,1694
belarusian,1695
modern darkwave,1696
turkish pop,1697
rocknroll,1698
strange sounds,1699
lo-fi jazzhop,1700
lo-fi study,1701
south african alternative,1702
new fusion flute new age,1703
kentucky indie,1704
techstep,1705
darkstep,1706
merida indie,1707
stichting stopcontact,1708
contactdisc,1709
aberdeen indie,1710
tampa indie,1711
london indie,1712
stefano mastronardi,1713
weird,1714
lush,1715
kizomba cabo-verdiana,1716
zimbabwe,1717
afropop,1718
desert blues,1719
mande pop,1720
g-house,1721
not folk,1722
not funny,1723
not pop,1724
turkish deep house,1725
nigerian pop,1726
chillstep,1727
dfw rap,1728
liquid,1729
ukrainian,1730
incelcore,1731
terminal rock,1732
pimba,1733
rap congolais,1734
corinho de fogo,1735
fogo pentecostal,1736
scratch,1737
nice indie,1738
musica infantil,1739
epic metal,1740
brazilian metal,1741
nwothm,1742
darklight,1743
milled pavement,1744
chill breakcore,1745
german post-punk,1746
neue neue deutsche welle,1747
colonia,1748
folk metal,1749
youth crew,1750
vermont,1751
ottawa rap,1752
funk dance pop 80s,1753
volksmusik,1754
corridos cristianos,1755
indie cristao,1756
malta,1757
rock pernambucano,1758
pedagogie,1759
2am,1760
texas latin rap,1761
new weird america,1762
freak folk,1763
streetpunk,1764
moogy - seal of quality,1765
solo,1766
nightrun,1767
charlottesville indie,1768
rva indie,1769
una voce per san marino 2022 casting,1770
diy synthesizers,1771
patchsynths,1772
mid-tempo,1773
australian house,1774
north carolina hip hop,1775
uk reggae,1776
relax,1777
relaxation,1778
russian rock,1779
irish post-punk,1780
irish shoegaze,1781
drill espanol,1782
synthesizer,1783
electro cold-shoegaze,1784
hip hop italiano,1785
kadaverrap,1786
deep groove house,1787
future house,1788
liverpool,1789
rap paranaense,1790
arashi,1791
johnnys entertainment,1792
dirty,1793
musica brasiliense,1794
rap guarulhense,1795
meditation,1796
mp3,1797
player,1798
piece of music,1799
afro-funk,1800
comedy,1801
sorta like bts,1802
nottingham indie,1803
covertronica,1804
queer,1805
mike patton,1806
desert rock,1807
nsbm,1808
dark techno,1809
phc,1810
hungarian techno,1811
psychedelic jazz fusion,1812
girls,1813
virgen,1814
shoegaze chileno,1815
rap potiguar,1816
lo-fi beat,1817
chill lounge,1818
turkish edm,1819
habib,1820
iranian,1821
bangladesh,1822
bangla,1823
fervor,1824
stuttgart indie,1825
early french punk,1826
quebec punk,1827
uk garage,1828
basement,1829
walter mmari,1830
jazz trombone,1831
minimal wave,1832
bern indie,1833
sexual music,1834
us,1835
cocuk sarkilari,1836
eric burdon,1837
iran,1838
persian rap,1839
aflak,1840
bassline,1841
musical theatre,1842
new musicals,1843
polish punk,1844
grudziadz,1845
new-folk,1846
bossbeat,1847
ambient synth,1848
deep smooth jazz,1849
frenchcore,1850
tekno,1851
mnml,1852
psychedelic folk,1853
not sludge,1854
french 60s,1855
tamil indie,1856
schleswig holstein,1857
punk chileno,1858
indie siciliano,1859
k-pop boy group,1860
folklore,1861
noisecore,1862
hxc,1863
slovak,1864
death doom,1865
mozambique,1866
phonk brasileiro,1867
social media pop,1868
gothenburg indie,1869
nordic shoegaze,1870
swedish indie rock,1871
slowcore,1872
manchester indie,1873
black metal from belarus,1874
turkish black metal,1875
jane the virgin,1876
south african electronic,1877
heavy prog,1878
noisegrind,1879
rock alternatywny,1880
indy indie,1881
swedish female vocalists,1882
organic soul,1883
gentle indie sounds,1884
indie napoletano,1885
welsh,1886
south wales,1887
llanelli,1888
vancouver indie,1889
aussie,1890
finland,1891
moroccan rock,1892
tamazight,1893
quebec musique emergente,1894
folk-chanson,1895
deep pop edm,1896
liedermacher,1897
mittelalter,1898
smoothjazz,1899
trailer music,1900
islamic,1901
shiite,1902
noha,1903
drill italiana,1904
a cappella,1905
oslo indie,1906
bubblegum bass,1907
pc music,1908
mixed-pop,1909
swedish dancehall,1910
gothic,1911
instrumental worship,1912
piano worship,1913
kc indie,1914
jazz boom bap,1915
uruguay,1916
tecnocangaco,1917
tecnocangasound,1918
rock gaucho,1919
lusofonia,1920
hi-nrg attack,1921
ken laszlo,1922
venezuelan indie,1923
nu disco,1924
progressive deathcore,1925
slide blues,1926
dark blues,1927
swedish electropop,1928
cornwall indie,1929
sweet soulmusic,1930
mariama,1931
anos 80,1932
polish reggae,1933
sad lo-fi,1934
nice music,1935
sxsw 2016,1936
chant religieux,1937
discoverockult,1938
seen live twice,1939
soundcloud,1940
tbm,1941
powernoise,1942
k-rap,1943
asian music,1944
adelaide indie,1945
philadelphia,1946
african experimental,1947
bay area,1948
talkbox,1949
drumnbass,1950
arena rock,1951
adult contemporary,1952
korean hardcore,1953
chill abstract hip hop,1954
slow game,1955
french metal,1956
neo metal,1957
otto,1958
dainuojamoji poezija,1959
lithuanian indie,1960
thai pop,1961
comics,1962
collected editions,1963
singer songwriter,1964
underrated essentials,1965
detroit,1966
michigan,1967
g-funk,1968
gangsta funk,1969
liechtenstein,1970
swiss rock,1971
siegen,1972
italogaze,1973
crazy girls,1974
harsh noise,1975
harsh noise wall,1976
internet radio,1977
hitech,1978
dutch metal,1979
iraq,1980
polish post-rock,1981
smooth n groovy,1982
keygen,1983
rap malien,1984
hard-core,1985
rotterdam indie,1986
rally house,1987
raw techno,1988
me encanta tu musica,1989
american idol,1990
got talent,1991
america's got talent,1992
illbient,1993
chipcore,1994
roots reggae,1995
hip house,1996
pei indie,1997
belgian post-rock,1998
bap,1999
zelo,2000
tempo,2001
rua,2002
not punk,2003
swedish house,2004
celta,2005
organic house,2006
canadian celtic,2007
post-punk revival,2008
neo post-punk,2009
acoustic blues,2010
up,2011
arabic hip-hop,2012
dystrix,2013
dystrixmusic,2014
television,2015
melbourne hip hop,2016
amiga,2017
pop music,2018
brazilian pop,2019
bass trap,2020
finnish edm,2021
hits,2022
kenya,2023
tgeerecords,2024
numberone,2025
art punk,2026
wien,2027
osterreichisch,2028
niebiescy,2029
ruch chorzow,2030
azeri rap,2031
experimental drone,2032
surreal soundscapes,2033
ydnw dive,2034
nyc pop,2035
2014,2036
akronym,2037
san diego,2038
munich indie,2039
sunshine,2040
jack johnson,2041
bob dylan,2042
john mayer,2043
zydeco,2044
chanson francaise humour humoristique ogres de barbach musique chansons nouvelle scene frais benabar sanseverino manouche rythme musiques chant raciste racisme super neuf rock jazz moderne drole,2045
the masked singer,2046
sri lanka,2047
p4 nasta 2021,2048
martial,2049
la indie,2050
anima,2051
etage noir,2052
beck,2053
lexington ky indie,2054
brazilian hardcore,2055
brazilian ska,2056
modern ska punk,2057
darkside,2058
hardstep,2059
production music,2060
colonne sonore,2061
indie electronic,2062
medieval,2063
medieval metal,2064
field recording,2065
drill brasileiro,2066
south rap,2067
musica campineira,2068
weblabel,2069
seattle,2070
christelijk,2071
avant garde techno,2072
modular synth,2073
blackened death metal,2074
perth hip hop,2075
bems,2076
panspermia,2077
diamond district,2078
cincinnati,2079
glitchbreak,2080
bases de freestyle,2081
power electronics,2082
cybernoise,2083
country rap,2084
redneck,2085
pink,2086
indie curitibano,2087
musica paranaense,2088
african shoegaze,2089
girl rock,2090
alternative and punk,2091
blue-eyed soul,2092
yacht rock,2093
kgrl,2094
ukrainian indie,2095
raw,2096
miami,2097
technical death metal,2098
technical deathcore,2099
jazz house,2100
newgrounds,2101
electro-punk,2102
lofi hip-hop,2103
chicha,2104
nu-cumbia,2105
nuevo folklore argentino,2106
post-hyipizdacore,2107
vermont indie,2108
swedish pop rap,2109
nu italo,2110
this is stylish music,2111
rock piauiense,2112
dutch folk,2113
dark poetry,2114
jersey club,2115
barnaul,2116
xhhdhdhhdhhdhhdhhdhhhdhhdhhdhhdhhdhhdhhdhhdhhdhhdhhhdhhdhhdhh,2117
dessydinho,2118
soulful,2119
swedish drill,2120
jamaican hip hop,2121
musica capixaba,2122
aarhus indie,2123
usbekistan,2124
blue note,2125
hard bop,2126
dutch drill,2127
various,2128
slowjam,2129
born in verona,2130
nummer,2131
brut,2132
brut records,2133
symphonic rock,2134
gateway,2135
google,2136
odyssey,2137
forbidden,2138
swirl,2139
underground paulista,2140
neo-rockabilly,2141
rap metal espanol,2142
memos,2143
gotico brasileiro,2144
brazilian thrash metal,2145
punk italiano,2146
tamarri,2147
brasileiro,2148
música,2149
retro soul,2150
to see it,2151
greek black metal,2152
silk,2153
new jack swing,2154
freestyle-80s-90s-dance-love-spanish,2155
tamaonsen,2156
high-tech minimal,2157
turkish metal,2158
rock en asturiano,2159
spanish punk,2160
post-rave,2161
eurovision song contest,2162
milwaukee hip hop,2163
musica campista,2164
kempel,2165
swedish americana,2166
rezone records,2167
sludgecore,2168
astrology,2169
battle rap,2170
future funk,2171
rap guineen,2172
sound collage,2173
good shit,2174
smart,2175
nouvelle scene,2176
lagrosseradio,2177
field recording ambient,2178
rai,2179
rai algerien,2180
dutch punk rock,2181
monteverde,2182
dark pop,2183
mlx,2184
jazz trumpet,2185
freak,2186
cool,2187
balearic,2188
cork indie,2189
singaporean electronic,2190
before i go,2191
portuguese death metal,2192
portuguese metal,2193
bm brazil,2194
ex-yu synthpop,2195
space pop,2196
space age pop,2197
english,2198
the feeling,2199
chidillo micho,2200
middle eastern,2201
indie shoegaze,2202
latin shoegaze,2203
shoegaze peruano,2204
ska pop,2205
alternative soul,2206
black rock,2207
samurai trap,2208
rocksteady,2209
symphonic progressive,2210
ko you like rocky balboa,2211
dandi,2212
christmas,2213
african gospel,2214
french worship,2215
kompa chretien,2216
korean electronic,2217
senegal,2218
french electro,2219
sax,2220
retro,2221
ambient dub techno,2222
weilheim,2223
spacesynth,2224
italo,2225
talentos brasileiros,2226
crososver rap,2227
musica sergipana,2228
altenativo rock brasil,2229
perth indie,2230
a certain ratio,2231
turkce pop,2232
lgbtq+ hip hop,2233
trad quebecois,2234
norwegian black metal,2235
fidget house,2236
fidget,2237
nestanicore,2238
origem desconhecida,2239
northeast indian indie,2240
banda carnavalera,2241
banda guanajuatense,2242
youtube,2243
360,2244
mlg,2245
post-youtube,2246
activ,2247
oana,2248
ecuador,2249
romanian dance,2250
memphis rap,2251
southern hip hop,2252
doomshop,2253
megadeth,2254
johnny fountains,2255
kamikaze project,2256
goregrind,2257
espanol,2258
2020s,2259
electronic chillwave,2260
suits,2261
rap catarinense,2262
psytech,2263
kwjones,2264
manitoba indie,2265
black,2266
ndw,2267
traditional english folk,2268
oon kayny kattomassa,2269
nordic soundtrack,2270
new jersey underground rap,2271
georgian alternative,2272
italian contemporary jazz,2273
alternrock,2274
bbe,2275
bew,2276
finnish punk,2277
ambient lo-fi,2278
vienna indie,2279
detroit techno,2280
brazilian gospel,2281
sertanejo gospel,2282
austin tx,2283
luisterpaal,2284
brony,2285
danish progressive rock,2286
rock synth,2287
ska jazz,2288
punk rock italiano,2289
dj marlon,2290
dj marlon de souza,2291
english indie rock,2292
proto-punk,2293
autist,2294
korean metal,2295
ecuadorian pop,2296
trap peruano,2297
kompa gouyad,2298
thall,2299
indie canario,2300
christian country,2301
jazz-hop,2302
harp,2303
mathcore,2304
chaotic metalcore,2305
deez,2306
mexican indie,2307
mexican rock,2308
uplifting,2309
canadian electropop,2310
camden,2311
techno pop,2312
ma vie de roadie,2313
rock paraense,2314
wigan,2315
ersguterjunge,2316
african music,2317
east african music,2318
swahili music,2319
tanzanian singers,2320
afrofuturismo brasileiro,2321
bboy,2322
obasi jackson,2323
2,2324
soviet,2325
sertanejo,2326
musica romantica,2327
brazilian country,2328
brazilian music,2329
musica brasileira,2330
georgian,2331
healing sound propagandist,2332
numeric,2333
pink noise,2334
japanese instrumental,2335
